gu_nm,year,month,yyyymm,youth20_39_persons,youth_pop_year_avg,youth_hh,youth_hh_month,demand_rate_12m,demand_rate_18m,demand_inc_12m,demand_inc_18m,persons_per_youth_household,demand_inc_12m_hh,demand_inc_18m_hh
성산구,2023,2,202302,68016,67337.91667,22371,22596.27282,0.0208395154319811,0.031421568905571,1417.4204816216295,2137.1694306813183,3.010053938621193,470.89537613764605,710.0103434227115
성산구,2023,3,202303,67841,67337.91667,22371,22538.13433,0.021285461903872,0.0320974964605504,1444.0270210205829,2177.5262573802056,3.0100539382134386,479.73459966556555,723.4176868845865
성산구,2023,4,202304,67766,67337.91667,22371,22513.21783,0.0214545765870854,0.0323538646452197,1453.8908370004356,2192.4919915479595,3.010053938611049,483.0115561554737,728.3896024001673
성산구,2023,5,202305,67682,67337.91667,22371,22485.31135,0.0221266194570028,0.0333728529182577,1497.57385808887,2258.741431213521,3.0100539390574195,497.5239276136781,750.3989885047816
성산구,2023,6,202306,67515,67337.91667,22371,22429.83062,0.0226747822328121,0.0342042554975561,1530.8879224483132,2309.3003099175016,3.0100539386061578,508.59152482736226,767.1956572933877
성산구,2023,7,202307,67372,67337.91667,22371,22382.32316,0.0231205830539635,0.0348805692515901,1557.6799215116346,2349.973711618129,3.010053939369536,517.4923615614326,780.7081729938492
성산구,2023,8,202308,67133,67337.91667,22371,22302.92259,0.0234681464821224,0.035407951639097,1575.4870777843282,2377.042017387502,3.010053939303029,523.4082543215584,789.7008044772449
성산구,2023,9,202309,66932,67337.91667,22371,22236.14638,0.0238811080470775,0.0360346836263096,1598.4103238069945,2411.87344447616,3.010053939031499,531.0238142514123,801.2724998716113
성산구,2023,10,202310,66682,67337.91667,22371,22153.09139,0.0235412066158706,0.0355188223003211,1569.774739559488,2368.466108630012,3.0100539390227286,521.5105015922555,786.8517164841836
성산구,2023,11,202311,66464,67337.91667,22371,22080.66744,0.0236111145852402,0.0356249131743975,1569.2891197934068,2367.7742292231574,3.010053938840537,521.3491690444231,786.6218603827466
성산구,2023,12,202312,66248,67337.91667,22371,22008.90793,0.0240899595279646,0.0363516956456135,1595.9116388086031,2408.2271331306083,3.010053938646287,530.1937012884006,800.0611225636911
성산구,2024,1,202401,66022,65358.0,22401,22628.58138,0.0242598132952334,0.0366095375521986,1601.6813933779003,2417.0348882712588,2.917637605791442,548.9651594147953,828.421899784093
성산구,2024,2,202402,65502,65358.0,22401,22450.355,0.0230867497181881,0.0348292363399533,1512.2282800407595,2281.3846387396266,2.9176376052850834,518.3057269694737,781.9287202108542
성산구,2024,3,202403,65325,65358.0,22401,22389.68948,0.0239363133179144,0.0361184756004933,1563.639667492762,2359.439418602225,2.917637605396571,535.9266224840933,808.6814531860016
성산구,2024,4,202404,65199,65358.0,22401,22346.50386,0.0240579091043275,0.0363030447668166,1568.5516156930546,2366.92221575168,2.9176376049009396,537.6101586633856,811.2461300114215
성산구,2024,5,202405,65208,65358.0,22401,22349.58854,0.0249780537110142,0.0377000792721538,1628.7689263878171,2458.346769178605,2.917637605868873,558.2492229711886,842.5812596580201
성산구,2024,6,202406,65512,65358.0,22401,22453.78243,0.0271454313970433,0.0409932373954406,1778.351501683107,2685.54896825011,2.917637605344874,609.5176105577034,920.453233578565
성산구,2024,7,202407,65631,65358.0,22401,22494.56885,-0.0322834508959049,-0.0480322146098951,-2118.7951657491344,-3152.4022770620286,2.9176376056658673,-726.202308893527,-1080.4639585602624
성산구,2024,8,202408,65581,65358.0,22401,22477.4317,-0.0312881504388052,-0.046563182862265,-2051.908193927289,-3053.660095290202,2.9176376053675206,-703.2772645075707,-1046.6207625211725
성산구,2024,9,202409,65453,65358.0,22401,22433.56059,-0.0314128254835885,-0.0467472406186895,-2056.063666377324,-3059.7471402150845,2.9176376053820174,-704.7015237891807,-1048.7070548346803
성산구,2024,10,202410,65251,65358.0,22401,22364.32649,-0.0312252512200114,-0.0464703202564255,-2037.4788673569644,-3032.2348670520205,2.9176376059961555,-698.3317130166059,-1039.2774143095603
성산구,2024,11,202411,64913,65358.0,22401,22248.47934,-0.031504382593028,-0.046882398826923,-2045.0439872612276,-3043.2771550520542,2.917637606058518,-700.9246052404394,-1043.0620817104373
성산구,2024,12,202412,64699,65358.0,22401,22175.13233,-0.0311849249895496,-0.0464107821783272,-2017.6334618988703,-3002.731196155597,2.9176376058180664,-691.5298383443865,-1029.165236343213
의창구,2020,1,202001,71915,72073.25,22049,22000.58739,,,,,3.268776361520591,0.0,0.0
의창구,2020,2,202002,72254,72073.25,22049,22104.29592,,,,,3.268776361911825,0.0,0.0
의창구,2020,3,202003,72186,72073.25,22049,22083.49303,,,,,3.268776361689553,0.0,0.0
의창구,2020,4,202004,72167,72073.25,22049,22077.68046,,,,,3.268776361300774,0.0,0.0
의창구,2020,5,202005,72312,72073.25,22049,22122.03956,,,,,3.2687763623183757,0.0,0.0
의창구,2020,6,202006,72438,72073.25,22049,22160.5861,,,,,3.2687763614699703,0.0,0.0
의창구,2020,7,202007,72404,72073.25,22049,22150.18465,,,,,3.268776362096828,0.0,0.0
의창구,2020,8,202008,72306,72073.25,22049,22120.20401,,,,,3.2687763624292177,0.0,0.0
의창구,2020,9,202009,72118,72073.25,22049,22062.69014,,,,,3.2687763614668617,0.0,0.0
의창구,2020,10,202010,71959,72073.25,22049,22014.04808,,,,,3.2687763621891754,0.0,0.0
의창구,2020,11,202011,71585,72073.25,22049,21899.63218,,,,,3.268776361704172,0.0,0.0
의창구,2020,12,202012,71235,72073.25,22049,21792.55847,,,,,3.2687763622643615,0.0,0.0
의창구,2021,1,202101,70822,63440.08333,18006,20101.18627,,,,,3.5,0.0,0.0
의창구,2021,2,202102,70461,63440.08333,18006,19998.72477,,,,,3.5,0.0,0.0
의창구,2021,3,202103,70276,63440.08333,18006,19946.2168,,,,,3.5,0.0,0.0
의창구,2021,4,202104,70056,63440.08333,18006,19883.77489,,,,,3.5,0.0,0.0
의창구,2021,5,202105,69846,63440.08333,18006,19824.17125,,,,,3.5,0.0,0.0
의창구,2021,6,202106,69545,63440.08333,18006,19738.73936,,,,,3.5,0.0,0.0
의창구,2021,7,202107,57236,63440.08333,18006,16245.11447,,,,,3.5,0.0,0.0
의창구,2021,8,202108,57054,63440.08333,18006,16193.45798,,,,,3.5,0.0,0.0
의창구,2021,9,202109,56886,63440.08333,18006,16145.77507,,,,,3.5,0.0,0.0
의창구,2021,10,202110,56604,63440.08333,18006,16065.7359,,,,,3.5,0.0,0.0
의창구,2021,11,202111,56391,63440.08333,18006,16005.28077,,,,,3.5,0.0,0.0
의창구,2021,12,202112,56104,63440.08333,18006,15923.82246,,,,,3.5,0.0,0.0
의창구,2022,1,202201,55779,54369.83333,17882,18345.46874,-0.1193048197269323,-0.1735084277538152,-6654.703539548556,-9678.12659168006,3.0404783214059212,-2188.7028408317715,-3183.093437484166
의창구,2022,2,202202,55422,54369.83333,17882,18228.05301,-0.1175418865592258,-0.1710255397615833,-6514.406436885413,-9478.57746466647,3.040478320399618,-2142.5597390969747,-3117.4626048380032
의창구,2022,3,202203,55119,54369.83333,17882,18128.39763,-0.1155283267156049,-0.1681866376014094,-6367.805840237431,-9270.279277952084,3.0404783216353137,-2094.343444229039,-3048.9542424910587
의창구,2022,4,202204,54864,54369.83333,17882,18044.52925,-0.1133268693591008,-0.1650791203715973,-6217.565360517709,-9056.900860067317,3.0404783211509936,-2044.9300089612243,-2978.775016109559
의창구,2022,5,202205,54662,54369.83333,17882,17978.09234,-0.1109164281562052,-0.1616721802438704,-6062.913795874493,-8837.324716490444,3.040478320293242,-1994.0657874152346,-2906.557385233426
의창구,2022,6,202206,54379,54369.83333,17882,17885.01488,-0.109220175753895,-0.1592719104690966,-5939.283937321061,-8661.047219399004,3.0404783202506347,-1953.4044685546287,-2848.5804887058202
의창구,2022,7,202207,54233,54369.83333,17882,17836.99612,-0.1067404713308628,-0.1557589087855896,-5788.855981686685,-8447.272900168882,3.0404783201802927,-1903.9293729755718,-2778.2710516639963
의창구,2022,8,202208,53994,54369.83333,17882,17758.39006,-0.1050134208397148,-0.1533093101969178,-5670.0946448195655,-8277.782894772383,3.040478321377743,-1864.8692888065898,-2722.526530306403
의창구,2022,9,202209,53804,54369.83333,17882,17695.8999,-0.1030914692927486,-0.1505804897076281,-5546.733413827045,-8101.832668229225,3.0404783200655423,-1824.296321148403,-2664.6572727591683
의창구,2022,10,202210,53627,54369.83333,17882,17637.68537,-0.1012070799408759,-0.1479021605482964,-5427.432075989355,-7931.549163723492,3.0404783209941115,-1785.0586332136083,-2608.651773294079
의창구,2022,11,202211,53458,54369.83333,17882,17582.10201,-0.0993858124827559,-0.1453108785004818,-5312.966763703165,-7768.028942878759,3.040478321055993,-1747.4114934185457,-2554.8706889581877
의창구,2022,12,202212,53097,54369.83333,17882,17463.37069,-0.0987843131670742,-0.1444544950058174,-5245.150676232141,-7670.100321323887,3.0404783213131235,-1725.1070791936654,-2522.6623941233433
의창구,2023,1,202301,52869,51833.91667,16691,17024.3064,-0.0974723060558155,-0.1425855358267935,-5153.263348864914,-7538.3546936267485,3.1055009677222443,-1659.3984038087801,-2427.419850123511
의창구,2023,2,202302,52484,51833.91667,16691,16900.33284,-0.1010786872268638,-0.1477195705566405,-5305.013820414723,-7752.913941094722,3.1055009683466093,-1708.263457164256,-2496.509909389089
의창구,2023,3,202303,52353,51833.91667,16691,16858.14963,-0.1015452715007839,-0.1483830474937533,-5316.199598880543,-7768.297685440467,3.105500968317126,-1711.8653811791908,-2501.4636172050896
의창구,2023,4,202304,52279,51833.91667,16691,16834.32094,-0.1018899837300688,-0.1488731132852236,-5326.706459424269,-7782.937489438209,3.105500969497377,-1715.2486866833574,-2506.1777683804335
의창구,2023,5,202305,52127,51833.91667,16691,16785.37554,-0.1033613557150747,-0.150963855800924,-5387.917389359703,-7869.29291133477,3.105500968731975,-1734.9591720010555,-2533.9850125849184
의창구,2023,6,202306,51992,51833.91667,16691,16741.90429,-0.1046558006220287,-0.1528017764055625,-5441.264385940518,-7944.4699588780095,3.1055009692687716,-1752.1373974073274,-2558.1927159239085
의창구,2023,7,202307,51826,51833.91667,16691,16688.45076,-0.1054697249985604,-0.1539567487899508,-5466.073967775394,-7978.96246278799,3.1055009686231654,-1760.126312309217,-2569.2996213507836
의창구,2023,8,202308,51640,51833.91667,16691,16628.55704,-0.1061376760868078,-0.1549041901777282,-5480.949593122755,-7999.252380777888,3.1055009689523847,-1764.9164009025276,-2575.8331621053626
의창구,2023,9,202309,51479,51833.91667,16691,16576.71355,-0.106292349027727,-0.1551235323448209,-5471.823835598358,-7985.604321579035,3.1055009694608615,-1761.9778223892513,-2571.438360544256
의창구,2023,10,202310,51232,51833.91667,16691,16497.17727,-0.1070672943149975,-0.1562221988111964,-5485.271622345952,-8003.575689495218,3.1055009691364006,-1766.308134133777,-2577.225307297492
의창구,2023,11,202311,51033,51833.91667,16691,16433.09743,-0.1066745845667198,-0.1556655003120661,-5443.924074193415,-7944.077477425672,3.10550096945418,-1752.9938414896822,-2558.066333117879
의창구,2023,12,202312,50693,51833.91667,16691,16323.61429,-0.1072054682642328,-0.156418042686016,-5434.566802718755,-7929.299837882209,3.1055009692954463,-1749.9807137241726,-2553.307796803281
의창구,2024,1,202401,50394,49293.33333,15978,16334.77141,-0.1072355638184106,-0.1564606972694202,-5404.029003064984,-7884.680378195164,3.0850753117456695,-1751.668421996204,-2555.749724545191
의창구,2024,2,202402,50139,49293.33333,15978,16252.1154,-0.1072244489402074,-0.1564449441792238,-5376.126645413061,-7843.993056202104,3.085075312718983,-1742.624117877659,-2542.561286547304
의창구,2024,3,202403,49939,49293.33333,15978,16187.28717,-0.1076314228167857,-0.1570216833333821,-5375.005624047462,-7841.505843985773,3.0850753109855407,-1742.2607496510007,-2541.75508003426
의창구,2024,4,202404,49859,49293.33333,15978,16161.35587,-0.1071755483782508,-0.1563756363653938,-5343.665666591208,-7796.732853542173,3.0850753118154066,-1732.1021779033128,-2527.2423086988438
의창구,2024,5,202405,49631,49293.33333,15978,16087.45168,-0.1076460260454977,-0.1570423757161756,-5342.579918664101,-7794.170149169513,3.085075311318666,-1731.7502425509672,-2526.411631046381
의창구,2024,6,202406,49356,49293.33333,15978,15998.31285,-0.1080140479427957,-0.1575637969549138,-5331.141350264629,-7776.718762506728,3.0850753115507428,-1728.042531183746,-2520.754917518589
의창구,2024,7,202407,49103,49293.33333,15978,15916.30513,-0.0498046140416175,-0.0737688645427391,-2445.5559632855447,-3622.272555642119,3.0850753110687568,-792.7054339682669,-1174.127757155874
의창구,2024,8,202408,48955,49293.33333,15978,15868.33223,-0.0497519529647769,-0.0736918640560132,-2435.6068573906564,-3607.5852048621286,3.0850753116605247,-789.4805187364144,-1169.3669814888135
의창구,2024,9,202409,48699,49293.33333,15978,15785.35208,-0.0504783267750805,-0.0747537721141113,-2458.244035619649,-3640.4339481851102,3.085075312428508,-796.8181605539378,-1180.0146121293342
의창구,2024,10,202410,48536,49293.33333,15978,15732.51707,-0.0499664264977957,-0.0740054517062644,-2425.1704764970123,-3591.9286040152533,3.085075311473983,-786.0976578034712,-1164.2920322418668
의창구,2024,11,202411,48484,49293.33333,15978,15715.66173,-0.0491116013479381,-0.0727553777884185,-2381.126879753432,-3527.4717366936857,3.0850753110476883,-771.8213138028076,-1143.3989063611416
의창구,2024,12,202412,48425,49293.33333,15978,15696.5374,-0.0478794594491657,-0.0709525369230853,-2318.56282382585,-3435.876600500408,3.0850753109408706,-751.541725935613,-1113.70914943809
진해구,2020,1,202001,49575,48330.91667,16846,17279.63191,,,,,2.868984724802509,0.0,0.0
진해구,2020,2,202002,49108,48330.91667,16846,17116.85656,,,,,2.868984724377453,0.0,0.0
진해구,2020,3,202003,48801,48330.91667,16846,17009.85006,,,,,2.8689847251951615,0.0,0.0
진해구,2020,4,202004,48705,48330.91667,16846,16976.38875,,,,,2.8689847244455926,0.0,0.0
진해구,2020,5,202005,48484,48330.91667,16846,16899.35802,,,,,2.8689847237167414,0.0,0.0
진해구,2020,6,202006,48346,48330.91667,16846,16851.25738,,,,,2.868984723797507,0.0,0.0
진해구,2020,7,202007,48211,48330.91667,16846,16804.2024,,,,,2.8689847249161913,0.0,0.0
진해구,2020,8,202008,48019,48330.91667,16846,16737.27977,,,,,2.868984725108649,0.0,0.0
진해구,2020,9,202009,47884,48330.91667,16846,16690.2248,,,,,2.868984724519708,0.0,0.0
진해구,2020,10,202010,47706,48330.91667,16846,16628.18195,,,,,2.868984723853109,0.0,0.0
진해구,2020,11,202011,47580,48330.91667,16846,16584.26397,,,,,2.868984724680549,0.0,0.0
진해구,2020,12,202012,47552,48330.91667,16846,16574.50442,,,,,2.868984724672691,0.0,0.0
진해구,2021,1,202101,47386,46798.41667,17052,17266.0985,,,,,2.744453241709469,0.0,0.0
진해구,2021,2,202102,47098,46798.41667,17052,17161.15957,,,,,2.744453240929803,0.0,0.0
진해구,2021,3,202103,46880,46798.41667,17052,17081.72663,,,,,2.744453240322111,0.0,0.0
진해구,2021,4,202104,46786,46798.41667,17052,17047.47572,,,,,2.7444532415500635,0.0,0.0
진해구,2021,5,202105,46732,46798.41667,17052,17027.79967,,,,,2.744453241503281,0.0,0.0
진해구,2021,6,202106,46794,46798.41667,17052,17050.39069,,,,,2.7444532416166,0.0,0.0
진해구,2021,7,202107,46776,46798.41667,17052,17043.83201,,,,,2.7444532410643023,0.0,0.0
진해구,2021,8,202108,46714,46798.41667,17052,17021.24099,,,,,2.7444532409502065,0.0,0.0
진해구,2021,9,202109,46642,46798.41667,17052,16995.00626,,,,,2.7444532403484976,0.0,0.0
진해구,2021,10,202110,46623,46798.41667,17052,16988.0832,,,,,2.744453241199101,0.0,0.0
진해구,2021,11,202111,46613,46798.41667,17052,16984.43949,,,,,2.7444532407115663,0.0,0.0
진해구,2021,12,202112,46537,46798.41667,17052,16956.74727,,,,,2.7444532408838573,0.0,0.0
진해구,2022,1,202201,46281,45283.25,16440,16802.23129,-0.0337933868138768,-0.0502593897676603,-1563.9917351330364,-2326.054817837087,2.7544555958793735,-567.8043013191957,-844.4698913704879
진해구,2022,2,202202,46045,45283.25,16440,16716.55193,-0.034835183292774,-0.0517950390551628,-1603.9860147157797,-2384.9025732949717,2.754455595436899,-582.3241505047254,-865.8344600820075
진해구,2022,3,202203,45840,45283.25,16440,16642.12706,-0.0355064402954569,-0.0527840595764715,-1627.6152231437447,-2419.6212909854576,2.754455595413535,-590.9026908452978,-878.4390262142499
진해구,2022,4,202204,45675,45283.25,16440,16582.22411,-0.0357607300631884,-0.0531586366414948,-1633.3713456361336,-2428.020728600279,2.754455596366922,-592.9924402450057,-881.488426171326
진해구,2022,5,202205,45555,45283.25,16440,16538.65833,-0.0355937910342518,-0.0529127356126669,-1621.4751505653437,-2410.439670835043,2.7544555967618205,-588.6735485849089,-875.105655603522
진해구,2022,6,202206,45389,45283.25,16440,16478.39234,-0.0358453196686189,-0.05328322892356,-1626.9832144389443,-2418.4724776114685,2.754455596364324,-590.6732410522213,-878.0219513444588
진해구,2022,7,202207,45244,45283.25,16440,16425.75036,-0.0359061592130879,-0.0533728362909762,-1624.5382674369505,-2414.8006051489283,2.7544555961460504,-589.7856076205965,-876.6888849207237
진해구,2022,8,202208,45022,45283.25,16440,16345.15367,-0.0366043773751009,-0.0544010026896285,-1648.0022781817934,-2449.2419430924565,2.7544555963786177,-598.3041731906957,-889.1927487640619
진해구,2022,9,202209,44876,45283.25,16440,16292.14864,-0.0366551473972828,-0.0544757499405617,-1644.9363946004637,-2444.6537543326467,2.754455596471897,-597.1911098176407,-887.5270153071023
진해구,2022,10,202210,44760,45283.25,16440,16250.03506,-0.0364716605469582,-0.0542055981974346,-1632.4715260818523,-2426.2425753171747,2.7544555956176504,-592.6657625844907,-880.8428711565857
진해구,2022,11,202211,44497,45283.25,16440,16154.55339,-0.0374223628348998,-0.0556050594719906,-1665.182879064539,-2474.2583313251694,2.7544555968687168,-604.5415583963415,-898.2749019943986
진해구,2022,12,202212,44215,45283.25,16440,16052.17382,-0.0384710427050354,-0.057147945163528,-1700.9971532031416,-2526.796395405393,2.754455595597332,-617.5438645378717,-917.3487492207806
진해구,2023,1,202301,44007,42850.75,15167,15576.25407,-0.0389344422509582,-0.0578294606257575,-1713.388000137918,-2544.9010737577128,2.825262081770858,-606.4527645746678,-900.7663714378609
진해구,2023,2,202302,43668,42850.75,15167,15456.2652,-0.0383795626726827,-0.057013387300287,-1675.958742790709,-2489.660596628935,2.825262082071418,-593.2046989290048,-881.2140340635486
진해구,2023,3,202303,43419,42850.75,15167,15368.13178,-0.0382023790776854,-0.0567527499722331,-1658.709097174023,-2464.14765104439,2.8252620827018964,-587.0991959753843,-872.1837404506699
진해구,2023,4,202304,43278,42850.75,15167,15318.22491,-0.038613812304615,-0.0573579319960285,-1671.128568919129,-2482.336580924124,2.8252620818843948,-591.4950615146184,-878.6217026876508
진해구,2023,5,202305,43174,42850.75,15167,15281.41416,-0.0379271736659945,-0.0563478748032544,-1637.4677958556474,-2432.7631467557067,2.825262082943245,-579.5808487083077,-861.0752119043594
진해구,2023,6,202306,42998,42850.75,15167,15219.11906,-0.0383229855121851,-0.0569301648235298,-1647.8117310529374,-2447.8832270821367,2.825262081890829,-583.242079244601,-866.4269565547248
진해구,2023,7,202307,42801,42850.75,15167,15149.39101,-0.0388984918815272,-0.0577765947799723,-1664.894351021249,-2472.896033177595,2.825262082927781,-589.2884632125673,-875.2802255481256
진해구,2023,8,202308,42588,42850.75,15167,15073.99978,-0.0392183247852309,-0.0582468816946254,-1670.2300159534138,-2480.618197610708,2.8252620818334653,-591.1770191845393,-878.0134818504699
진해구,2023,9,202309,42349,42850.75,15167,14989.40586,-0.0401185935573605,-0.0595702296096186,-1698.982318560663,-2522.739653737741,2.8252620814685176,-601.353881363659,-892.9223487919636
진해구,2023,10,202310,42184,42850.75,15167,14931.00419,-0.0401760447711934,-0.0596546588261196,-1694.7862726280227,-2516.472127921031,2.8252620830588624,-599.8686928163163,-890.7039608858129
진해구,2023,11,202311,41937,42850.75,15167,14843.57868,-0.041208208396118,-0.0611710763972003,-1728.1486355080028,-2565.33143086939,2.8252620816100933,-611.677283589615,-907.9976854421338
진해구,2023,12,202312,41806,42850.75,15167,14797.2113,-0.0420196311865497,-0.0623626166162598,-1756.6727013848977,-2607.13155025936,2.8252620816464247,-621.773361415446,-922.7928152916884
진해구,2024,1,202401,41664,40853.66667,14514,14801.88549,-0.0419894226011303,-0.0623182656203455,-1749.4473032534956,-2596.428218806079,2.8147765383097827,-621.5226251331496,-922.4278316477593
진해구,2024,2,202402,41293,40853.66667,14514,14670.08107,-0.0428985145345703,-0.0636526506384399,-1771.408360676015,-2628.4089028131007,2.814776537564151,-629.324686004721,-933.7895451863013
진해구,2024,3,202403,41122,40853.66667,14514,14609.33024,-0.0427422849481272,-0.0634233785118864,-1757.6482416368892,-2608.0961711657924,2.814776538311725,-624.4361560193723,-926.573081616668
진해구,2024,4,202404,41011,40853.66667,14514,14569.8955,-0.0429642799083764,-0.0637491579209095,-1762.008083322428,-2614.4167154944203,2.8147765370039886,-625.985068497795,-928.818569120649
진해구,2024,5,202405,40929,40853.66667,14514,14540.76352,-0.0432343195608795,-0.0641453923740403,-1769.5374653072383,-2625.4067644770985,2.8147765379517016,-628.6600166828596,-932.7229814085325
진해구,2024,6,202406,40862,40853.66667,14514,14516.96057,-0.0441791873063199,-0.0655313751172358,-1805.249951710847,-2677.7430500404907,2.814776536931794,-641.3475201404916,-951.3163886747917
진해구,2024,7,202407,40776,40853.66667,14514,14486.40752,-0.0447277105319738,-0.066335664255097,-1823.8171246517672,-2704.9030456658384,2.8147765375027913,-647.9438422027697,-960.9654655092335
진해구,2024,8,202408,40729,40853.66667,14514,14469.70992,-0.0446726083111533,-0.0662548793508539,-1819.4706639049664,-2698.4949810809303,2.8147765383813583,-646.3996836321706,-958.6888849914544
진해구,2024,9,202409,40638,40853.66667,14514,14437.38054,-0.0448936764161653,-0.0665789713699286,-1824.3892222001284,-2705.6362385311595,2.814776537018536,-648.1470902598029,-961.2259456294247
진해구,2024,10,202410,40510,40853.66667,14514,14391.90623,-0.0457679277451271,-0.0678602807681127,-1854.0587529551017,-2749.019973916249,2.814776538465537,-658.6877244492856,-976.6387975561516
진해구,2024,11,202411,40407,40853.66667,14514,14355.31363,-0.0465091767811991,-0.0689462013037253,-1879.296306197914,-2785.9091560796287,2.814776537905567,-667.6538193672277,-989.7443433120918
진해구,2024,12,202412,40303,40853.66667,14514,14318.36576,-0.0468095910423613,-0.0693861842586875,-1886.5669477802903,-2796.4713841778857,2.814776537738061,-670.2368456205497,-993.4967649066433
